Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,Price_outlier,Price_log
Bad Boss: A Standalone Friends With Benefits Office Romance (Golden Knights),Maya Alden,Romance,Multicultural & Interracial,Kindle Edition,414.0,4.4,507,False,6.028278520230698
Broken Whispers: An Arranged Marriage Mafia Romance (Perfectly Imperfect Book 2),Neva Altaj,Romance,Multicultural & Interracial,Kindle Edition,333.0,4.4,11926,False,5.8111409929767
Ruthless King : A Dark Mafia Romance (Kings of Temptation),Sienna Cross,Romance,Multicultural & Interracial,Kindle Edition,332.0,4.3,1906,False,5.808142489980444
Ruined Secrets: An Age Gap Arranged Marriage Mafia Romance (Perfectly Imperfect Book 4),Neva Altaj,Romance,Multicultural & Interracial,Kindle Edition,329.0,4.3,7579,False,5.799092654460526
Hidden Truths: A Broken Hero Mafia Romance (Perfectly Imperfect Book 3),Neva Altaj,Romance,Multicultural & Interracial,Kindle Edition,332.0,4.5,9103,False,5.808142489980444
"Playing Hard: A Billionaire Playboy, Fake Marriage Romance (Marwah Series Book II)",Meenu Pillai,Romance,Multicultural & Interracial,Kindle Edition,149.0,4.4,136,False,5.0106352940962555
"Mother Pucker: Single mom, hockey romance",Swati MH,Romance,Multicultural & Interracial,Kindle Edition,414.0,4.3,965,False,6.028278520230698
Owned by the Italian Mafia Boss: A Dark Mafia Arranged Marriage Romance (Possessive Mafia Kings Book 1),Rosalie  Rose,Romance,Multicultural & Interracial,Kindle Edition,248.0,4.2,3750,False,5.517452896464707
Fractured Souls: An Age Gap Forced Proximity Mafia Romance (Perfectly Imperfect Book 6),Neva Altaj,Romance,Multicultural & Interracial,Kindle Edition,416.0,4.5,5892,False,6.0330862217988015
"The Billionaire and The Nanny: A Steamy, Enemies to Lovers, Billionaire Romance (The Manhattan Billionaires Book 1)",Kyra Seth,Romance,Multicultural & Interracial,Kindle Edition,99.0,4.3,73,False,4.605170185988092
On the Desk… 30 Stories of HIGH HEAT Levels!,Lexi Pabst,Romance,Multicultural & Interracial,Kindle Edition,63.0,3.3,20,False,4.1588830833596715
The Fourth Wheel (The Escapades),Ankit Roy,Romance,Multicultural & Interracial,Kindle Edition,399.0,4.5,7,False,5.991464547107982
Misdeeds of a Billionaire : An Enemies-to-Lovers Second Chance Billionaire Romance (Billionaire Kings Book 2),Eva  Winners,Romance,Multicultural & Interracial,Kindle Edition,410.0,4.6,903,False,6.018593214496234
& Then They Met: Ampersand Book 1,Riya Iyer,Romance,Multicultural & Interracial,Kindle Edition,369.0,4.3,115,False,5.91350300563827
கஜகோல் காதல் (Tamil Edition),செவத்த சிங்காரி,Romance,Multicultural & Interracial,Kindle Edition,299.0,3.5,11,False,5.703782474656201
Owned by the Italian Mafia Don: A Dark Mafia Arranged Marriage Romance (Possessive Mafia Kings Book 2),Rosalie Rose,Romance,Multicultural & Interracial,Kindle Edition,331.0,4.2,1524,False,5.805134968916488
The Spanish Love Deception: TikTok made me buy it! The Goodreads Choice Awards Debut of the Year,Elena Armas,Romance,Multicultural & Interracial,Kindle Edition,242.25,4.2,41217,False,5.494089721066114
Morally Decadent: A Dark Enemies-to-Lovers Romance (Morally Questionable Book 3),Veronica  Lancet,Romance,Multicultural & Interracial,Kindle Edition,399.0,4.1,299,False,5.991464547107982
"Luv Under Starlight: A Steamy, Roommates-to-lovers, Interracial Romance (Luv Shuv Book 2)",N. M. Patel,Romance,Multicultural & Interracial,Kindle Edition,415.0,4.6,148,False,6.030685260261263
Black Thorns: A Dark New Adult Romance (Thorns Duet Book 2),Rina Kent,Romance,Multicultural & Interracial,Kindle Edition,449.0,4.3,5481,False,6.1092475827643655
A Win-Win Situation (Unexpected Love),M. Pamela,Romance,Multicultural & Interracial,Kindle Edition,415.0,4.4,4,False,6.030685260261263
Our Thing: The Ballerina & The Butcher Boy Complete Duet (Kids of The District),Nicci  Harris,Romance,Multicultural & Interracial,Kindle Edition,449.0,4.4,1816,False,6.1092475827643655
50 Heated Stories for Adults,Tabitha Lipman,Romance,Multicultural & Interracial,Kindle Edition,279.0,4.0,3,False,5.634789603169249
The Greek Billionaire's Deceived Wife (A Painful Kind of Love),Marian Tee,Romance,Multicultural & Interracial,Kindle Edition,416.0,4.0,743,False,6.0330862217988015
Red Roses and Black Dahlias,Macy T. Riosa,Romance,Multicultural & Interracial,Kindle Edition,332.0,4.3,215,False,5.808142489980444
A Love Letter to Whiskey: Fifth Anniversary Edition,Kandi Steiner,Romance,Multicultural & Interracial,Kindle Edition,449.0,4.6,7041,False,6.1092475827643655
"Luv Shuv In New York: An Opposites Attract, Interracial Romance (Luv Shuv Book 1)",N. M. Patel,Romance,Multicultural & Interracial,Kindle Edition,332.0,4.4,324,False,5.808142489980444
His Pretty Little Queen: An Age Gap Mafia Romance (Kids of The District Book 5),Nicci Harris,Romance,Multicultural & Interracial,Kindle Edition,332.0,4.4,3247,False,5.808142489980444
Mafia Husband: Arranged Marriage Pregnancy Romance (Billionaires of Strakh Book 3),Marian Tee,Romance,Multicultural & Interracial,Kindle Edition,248.0,4.0,254,False,5.517452896464707
Ashes (The Vendetta Series Book 2),SeRaya,Romance,Multicultural & Interracial,Kindle Edition,415.0,4.0,79,False,6.030685260261263
The Devil's Secret: A Dark Second Chance Mafia Romance (Jade's Story) (Cavaleri Brothers Book 3),Lilian Harris,Romance,Multicultural & Interracial,Kindle Edition,449.0,4.5,405,False,6.1092475827643655
Sold to the Italian Mafia Boss: A Dark Mafia Arranged Romance (Possessive Mafia Kings Book 6),Fia Farina,Romance,Multicultural & Interracial,Kindle Edition,82.0,4.2,841,False,4.418840607796598
Until I Get You: A Hockey Romance Novel,Claire Contreras,Romance,Multicultural & Interracial,Kindle Edition,449.0,4.4,14956,False,6.1092475827643655
The Italian,T L Swan,Romance,Multicultural & Interracial,Kindle Edition,415.0,4.4,17367,False,6.030685260261263
Baby for the Italian Mafia Don : A Dark Mafia Arranged Marriage Romance (Possessive Mafia Kings Book 16),Lilia Cora,Romance,Multicultural & Interracial,Kindle Edition,248.0,4.1,215,False,5.517452896464707
Where Waves Break: A Nanny/Single Father Romance (The Seasons Change),Julia Wolf,Romance,Multicultural & Interracial,Kindle Edition,413.0,4.4,2915,False,6.025865973825314
Beneath The Lies: A Billionaire Duke with amnesia second chance romance (Forgotten Trilogy Book 1),Sapna Bhog,Romance,Multicultural & Interracial,Kindle Edition,99.0,4.5,238,False,4.605170185988092
The Greek Billionaire's Replacement Girlfriend (A Painful Kind of Love),Marian Tee,Romance,Multicultural & Interracial,Kindle Edition,332.0,4.2,101,False,5.808142489980444
Contract of a Billionaire : A Mafia Billionaire Romance (Billionaire Kings Book 1),Eva  Winners,Romance,Multicultural & Interracial,Kindle Edition,410.0,4.5,1256,False,6.018593214496234
The Worst Kept Secret,Q.B.  Tyler,Romance,Multicultural & Interracial,Kindle Edition,415.0,4.2,3727,False,6.030685260261263
உறவென்று சொன்னால் நீதானே : (நாவல்) (Tamil Edition),காஞ்சனா அன்புசெல்வம்,Romance,Multicultural & Interracial,Kindle Edition,449.0,3.7,15,False,6.1092475827643655
Morally Ambiguous: A Dark Villain Romance (Morally Questionable Book 4),Veronica Lancet,Romance,Multicultural & Interracial,Kindle Edition,449.0,4.2,426,False,6.1092475827643655
The Bodyguard Proposal: A steamy romantic comedy,Sookh Kaur,Romance,Multicultural & Interracial,Kindle Edition,80.0,4.3,4,False,4.394449154672439
The Dom's Deal: A Dark Contemporary BDSM Romance (The Pleasure Wars Book 1),Harper West,Romance,Multicultural & Interracial,Kindle Edition,249.0,4.2,1038,False,5.521460917862246
Wicked Captor: A Dark Captive Mafia Romance (Boston Mafia Dons),Bianca Cole,Romance,Multicultural & Interracial,Kindle Edition,299.0,4.5,1085,False,5.703782474656201
Tie Me Knot (Ghost Cupid Book 1),Allie Brahms,Romance,Multicultural & Interracial,Kindle Edition,449.0,4.6,849,False,6.1092475827643655
தகிக்கும் துருவ நட்சத்திரம் (Tamil Edition),முகில்கீத்ஸ் Mukhil Geetz,Romance,New Adult & College,Kindle Edition,349.0,4.5,21,False,5.857933154483459
Falling For My Best Friend: Ehsaas - An Indian Billionaire Romance (Book #1) (Mehra Family Saga),Ruchi  Singh,Romance,New Adult & College,Kindle Edition,75.0,4.4,374,False,4.330733340286331
Kunex It Ends With Us : ''Sometimes The One Who Loves You Is The One Who Hurts You The Most'',Colleen Hoover,Romance,New Adult & College,Paperback,295.0,4.5,282384,False,5.69035945432406
The Tie That Binds: A Marriage of Convenience Novel,Catharina Maura,Romance,New Adult & College,Kindle Edition,445.0,4.2,3967,False,6.100318952020064
The Exception to the Rule (The Improbable Meet-Cute collection),Christina Lauren,Romance,New Adult & College,Kindle Edition,69.0,4.5,13665,False,4.248495242049359
My Darling Bride,Ilsa Madden-Mills,Romance,New Adult & College,Kindle Edition,129.0,4.4,9022,False,4.867534450455582
Rule Number Five: A College Hockey Romance (Rule Breaker Series Book 1),J. Wilder,Romance,New Adult & College,Kindle Edition,416.0,4.3,11833,False,6.0330862217988015
Contractually Yours: An Arranged Marriage Romance (The Lasker Brothers),Nadia Lee,Romance,New Adult & College,Kindle Edition,499.0,4.4,10850,False,6.214608098422191
Fourth Wing: DISCOVER THE INSTANT SUNDAY TIMES AND NUMBER ONE GLOBAL BESTSELLING PHENOMENON!* (The Empyrean),Rebecca Yarros,Romance,New Adult & College,Kindle Edition,247.0,4.7,165909,False,5.5134287461649825
விழி தேடும் விதிகள் : VIZHI THEDUM VITHIKAL (Tamil Edition),LATHA B,Romance,New Adult & College,Kindle Edition,299.0,4.0,20,False,5.703782474656201
Ruthless Empire: A Dark Enemies to Lovers Romance (Royal Elite Book 6),Rina Kent,Romance,New Adult & College,Kindle Edition,449.0,4.5,9028,False,6.1092475827643655
Un Vizhigalil Vizhuntha Naatkalil (Tamil Edition),Thendral தென்றல்,Romance,New Adult & College,Kindle Edition,90.0,3.7,3,False,4.51085950651685
The Takeover (The Miles High Club Book 2),T L Swan,Romance,New Adult & College,Kindle Edition,129.0,4.6,54781,False,4.867534450455582
The Stopover (The Miles High Club Book 1),T L Swan,Romance,New Adult & College,Kindle Edition,129.0,4.3,67166,False,4.867534450455582
Corrupt (Devil's Night Book 1),Penelope Douglas,Romance,New Adult & College,Kindle Edition,332.0,4.3,51111,False,5.808142489980444
Identity,Alexia Mantzouranis,Romance,New Adult & College,Kindle Edition,306.0,3.9,512,False,5.726847747587197
Royal Elite Epilogue,Rina Kent,Romance,New Adult & College,Kindle Edition,416.0,4.5,5632,False,6.0330862217988015
Book Lovers,EMILY HENRY,Romance,New Adult & College,Paperback,254.0,4.2,75207,False,5.541263545158426
The Casanova (The Miles High Club Book 3),T L Swan,Romance,New Adult & College,Kindle Edition,129.0,4.5,53597,False,4.867534450455582
Reminders of Him: A Novel,Colleen Hoover,Romance,New Adult & College,Kindle Edition,129.0,4.4,254361,False,4.867534450455582
The Do-Over (The Miles High Club Book 4),T L Swan,Romance,New Adult & College,Kindle Edition,129.0,4.5,38098,False,4.867534450455582
With Any Luck (The Improbable Meet-Cute collection),Ashley Poston,Romance,New Adult & College,Kindle Edition,69.0,3.6,4443,False,4.248495242049359
Reckless Dare: Enemies to Lovers Indian Romance,M.V. Kasi,Romance,New Adult & College,Kindle Edition,199.0,4.4,543,False,5.298317366548036
The Pucking Wrong Number: A Hockey Romance (The Pucking Wrong Series Book 1),C.R. Jane,Romance,New Adult & College,Kindle Edition,416.0,4.0,18331,False,6.0330862217988015
பனி விழும் மலர் வனம் (Tamil Edition),கார்த்திக்  எஸ் ,Romance,New Adult & College,Kindle Edition,120.0,5.0,1,False,4.795790545596741
Kill Switch (Devil's Night Book 3),Penelope Douglas,Romance,New Adult & College,Kindle Edition,415.0,4.6,17934,False,6.030685260261263
Vicious Prince: An Arranged Marriage Romance (Royal Elite Book 5),Rina Kent,Romance,New Adult & College,Kindle Edition,449.0,4.5,9511,False,6.1092475827643655
பூந்தோட்ட காதல்காரா! : (காதல் இளவரசி) விஷ்ணுப்ரியா (Tamil Edition),(காதல் இளவரசி)  விஷ்ணுப்ரியா ,Romance,New Adult & College,Kindle Edition,350.0,4.1,39,False,5.860786223465865
Serendipity: A Modern Marriage Of Convenience,Catharina Maura,Romance,New Adult & College,Kindle Edition,379.0,4.4,1448,False,5.940171252720432
Skin of a Sinner,Avina St Graves,Romance,New Adult & College,Paperback,199.0,4.0,4808,False,5.298317366548036
All The Lies: A Dark New Adult Romance (Lies & Truths Duet Book 1),Rina Kent,Romance,New Adult & College,Kindle Edition,416.0,4.3,5742,False,6.0330862217988015
Red Thorns: A Dark New Adult Romance (Thorns Duet Book 1),Rina Kent,Romance,New Adult & College,Kindle Edition,416.0,4.3,5961,False,6.0330862217988015
Resisting Mr. Kane: An Age Gap Office Romance (The London Mister Series Book 2),Rosa Lucas,Romance,New Adult & College,Kindle Edition,304.0,4.5,10984,False,5.720311776607412
FOURTH WING: DISCOVER THE INSTANT SUNDAY TIMES AND NUMBER ONE GLOBAL BESTSELLING PHENOMENON! (The Empyrean),Rebecca Yarros,Romance,New Adult & College,Hardcover,1055.0,4.7,165909,True,6.962243464266207
போட(டா)வா: அத்தியாயம் இரண்டு (Tamil Edition),Amy Deepz,Romance,New Adult & College,Kindle Edition,100.0,4.7,7,False,4.61512051684126
It Ends With Us: The emotional #1 Sunday Times bestseller,Colleen Hoover,Romance,New Adult & College,Kindle Edition,171.0,4.5,282384,False,5.147494476813453
உன்னை அள்ளி கொள்வேன் (Tamil Edition),புஷ்பா மயில்சாமி,Romance,New Adult & College,Kindle Edition,319.0,4.5,4,False,5.768320995793772
On the Desk… 30 Stories of HIGH HEAT Levels!,Lexi Pabst,Romance,New Adult & College,Kindle Edition,63.0,3.3,20,False,4.1588830833596715
Brutal Obsession: A Dark Hockey Romance (Hockey Gods),S. Massery,Romance,New Adult & College,Kindle Edition,408.0,4.2,12556,False,6.013715156042802
The Darkest Note: Dark High School Bully Romance (Redwood Kings Book 1),Nelia Alarcon,Romance,New Adult & College,Kindle Edition,99.0,4.3,5192,False,4.605170185988092
What We Do in the Night (Day to Night Book 1),Stylo Fantome,Romance,New Adult & College,Kindle Edition,82.0,4.4,763,False,4.418840607796598
My Temptation (Kingston Lane Book 1),T L Swan,Romance,New Adult & College,Kindle Edition,129.0,4.3,18848,False,4.867534450455582
My Grumpy Billionaire: A Grumpy Sunshine Romance (The Lasker Brothers),Nadia Lee,Romance,New Adult & College,Kindle Edition,409.0,4.3,8345,False,6.016157159698354
Hideaway (Devil's Night Book 2),Penelope Douglas,Romance,New Adult & College,Kindle Edition,332.0,4.4,20056,False,5.808142489980444
The Ex I'd Love to Hate: An Enemies-to-Lovers Second Chance Romance (The Lasker Brothers),Nadia Lee,Romance,New Adult & College,Kindle Edition,499.0,4.5,6234,False,6.214608098422191
Empire of Desire: An Age Gap Father's Best Friend Romance,Rina Kent,Romance,New Adult & College,Kindle Edition,416.0,4.3,6987,False,6.0330862217988015
Credence,Penelope Douglas,Romance,New Adult & College,Kindle Edition,415.0,4.3,70373,False,6.030685260261263
A Million Kisses In Your Lifetime,Monica Murphy,Romance,New Adult & College,Paperback,311.0,4.4,14997,False,5.7430031878094825
Happy Place,EMILY HENRY,Romance,New Adult & College,Paperback,454.0,4.2,67019,False,6.12029741895095
இதயத்தின் தேடலன்றோ நீ...!!!: Idhayaththi Thedalanro Nee..!!! (Tamil Edition),சந்தோஷ்  குணா (Santhosh Guna),Romance,Paranormal,Kindle Edition,300.0,4.2,51,False,5.707110264748875
Haunting Adeline (Cat and Mouse Duet Book 1),H. D.  Carlton,Romance,Paranormal,Kindle Edition,149.0,4.3,82562,False,5.0106352940962555
Skin of a Sinner: A Dark Childhood Best Friends Romance,Avina St. Graves,Romance,Paranormal,Kindle Edition,283.0,4.0,4808,False,5.648974238161206
God of Wrath: A Dark Enemies to Lovers Romance (Legacy of Gods Book 3),Rina Kent,Romance,Paranormal,Kindle Edition,325.0,4.5,14532,False,5.786897381366708
Spookily Yours (Witches of Pleasant Grove Book 1),Jennifer Chipman,Romance,Paranormal,Kindle Edition,249.0,3.9,1892,False,5.521460917862246
உன்னருகில் உருகுகிறேன் கண்மணி: Unnarugil Urugukirean Kanmani (Tamil Edition),பத்மினி  நாராயணன்,Romance,Paranormal,Kindle Edition,250.0,3.9,77,False,5.5254529391317835
Fourth Wing: DISCOVER THE INSTANT SUNDAY TIMES AND NUMBER ONE GLOBAL BESTSELLING PHENOMENON!* (The Empyrean),Rebecca Yarros,Romance,Paranormal,Kindle Edition,247.0,4.7,165909,False,5.5134287461649825
Lethal Vows,Kia Carrington-Russell,Romance,Paranormal,Kindle Edition,414.0,4.2,3448,False,6.028278520230698
"Iron Flame: THE NUMBER ONE BESTSELLING SEQUEL TO THE GLOBAL PHENOMENON, FOURTH WING* (The Empyrean)",Rebecca Yarros,Romance,Paranormal,Kindle Edition,255.55,4.6,120057,False,5.547323577387973
Blood of My Monster: A Dark Mafia Romance (Monster Trilogy Book 1),Rina Kent,Romance,Paranormal,Kindle Edition,416.0,4.6,6139,False,6.0330862217988015
Zodiac Academy: Live And Let Lionel,Caroline Peckham,Romance,Paranormal,Kindle Edition,414.0,4.3,41,False,6.028278520230698
When She Tempts: A Dark Mafia Age Gap Romance (The Fallen Book 2),Gabrielle Sands,Romance,Paranormal,Kindle Edition,549.0,4.4,4607,False,6.309918278226516
"The Temporary Wife: A Marriage of Convenience, Small Town Romance (Once Upon A Time Book 1)",Maya Alden,Romance,Paranormal,Kindle Edition,415.0,4.2,543,False,6.030685260261263
Now You're Mine: A Dark Stalker Romance (Possessing Her Book 2),Morgan Bridges,Romance,Paranormal,Kindle Edition,416.0,4.0,6556,False,6.0330862217988015
தாமரையே! தாரகையே! (Tamil Edition),SANAGEETH NOVELS,Romance,Paranormal,Kindle Edition,449.0,4.5,432,False,6.1092475827643655
With Any Luck (The Improbable Meet-Cute collection),Ashley Poston,Romance,Paranormal,Kindle Edition,69.0,3.6,4443,False,4.248495242049359
Paved in Fire: A Dark Mafia Romance (Melnikov Bratva Book 5),Sonja Grey,Romance,Paranormal,Kindle Edition,331.0,4.7,273,False,5.805134968916488
கணிதனின் கவியழகே : Kanithanin Kaviyazhage (Tamil Edition),ஆத்விகா பொம்மு (Aadvika pommu) ,Romance,Paranormal,Kindle Edition,300.0,4.4,374,False,5.707110264748875
A Court of Thorns and Roses,Sarah J. Maas,Romance,Paranormal,Paperback,399.8,4.4,171974,False,5.993462549770655
House of Flame and Shadow: The INTERNATIONAL BESTSELLER and the SMOULDERING third instalment in the Crescent City series,Sarah J. Maas,Romance,Paranormal,Kindle Edition,314.5,4.6,38439,False,5.754158681981268
Mafia Kings: Dario: Dark Mafia Romance Series,Olivia Thorn,Romance,Paranormal,Kindle Edition,399.0,4.3,3019,False,5.991464547107982
The Seven Year Slip: The new laugh-out-loud rom-com from the New York Times bestselling author of THE DEAD ROMANTICS,Ashley Poston,Romance,Paranormal,Paperback,499.0,4.4,969,False,6.214608098422191
The Lovely Return,Carian Cole,Romance,Paranormal,Kindle Edition,449.0,4.6,2206,False,6.1092475827643655
Reparation of Sin: A Sovereign Sons Novel (The Society Trilogy Book 2),A. Zavarelli,Romance,Paranormal,Kindle Edition,415.0,4.5,1600,False,6.030685260261263
"Night Circus, The",Erin Morgenstern,Romance,Paranormal,Paperback,339.0,4.4,42825,False,5.8289456176102075
Cursed: An Indian Billionaire Romance (Miracle Book 2),Ruchi Singh,Romance,Paranormal,Kindle Edition,99.0,4.4,143,False,4.605170185988092
ஓ தென்றல் பெண்ணே! (Tamil Edition),SANAGEETH NOVELS,Romance,Paranormal,Kindle Edition,350.0,4.3,230,False,5.860786223465865
உன் மௌனமே என் இசையாக : Un mouname en isaiyaaga (Tamil Edition),ஆத்விகா பொம்மு (Aadvika Pommu),Romance,Paranormal,Kindle Edition,449.0,4.4,415,False,6.1092475827643655
"A Court of Frost and Starlight: An unmissable companion tale to the GLOBALLY BESTSELLING, SENSATIONAL series (A Court of Thorns and Roses Book 4)",Sarah J. Maas,Romance,Paranormal,Kindle Edition,279.3,4.3,93648,False,5.635860458170742
The Tyrant Alpha's Rejected Mate (The Five Packs Book 1),Cate C. Wells,Romance,Paranormal,Kindle Edition,332.0,4.3,10027,False,5.808142489980444
A Court of Mist and Fury,Sarah J. Maas,Romance,Paranormal,Paperback,389.0,4.7,152676,False,5.966146739123692
The Little Prince: Antoine De Saint-Exupéry's Whimsical Tale,Antoine De Saint-Exupéry,Romance,Paranormal,Kindle Edition,51.45,4.5,14684,False,3.9598603348423063
Resurrection of the Heart: A Sovereign Sons Novel (The Society Trilogy Book 3),A. Zavarelli,Romance,Paranormal,Kindle Edition,415.0,4.5,1553,False,6.030685260261263
Shattered Crown: A Dark Mafia Age Gap Romance (Kozlov Empire Book 4),Monica Kayne,Romance,Paranormal,Kindle Edition,415.0,4.3,617,False,6.030685260261263
A Court of Wings and Ruin,Sarah J. Maas,Romance,Paranormal,Paperback,389.0,4.6,140869,False,5.966146739123692
True Luna: Rejected By My Mate (The White Wolf Series Book 1),Tessa Lilly,Romance,Paranormal,Kindle Edition,410.0,4.4,2865,False,6.018593214496234
House of Earth and Blood: Enter the SENSATIONAL Crescent City series with this PAGE-TURNING bestseller,Sarah J. Maas,Romance,Paranormal,Kindle Edition,279.3,4.7,84798,False,5.635860458170742
Bride: From the bestselling author of The Love Hypothesis,Ali Hazelwood,Romance,Paranormal,Kindle Edition,493.5,4.5,4510,False,6.203547151062767
The House in the Cerulean Sea: TikTok made me buy it!,Travis Klune,Romance,Paranormal,Paperback,368.0,4.6,46066,False,5.910796644040527
Arrogant Beast: A Russian Mafia Romance (Vassiliev Bratva Book 1),Lisa Lovell,Romance,Paranormal,Kindle Edition,82.0,4.4,529,False,4.418840607796598
Fatal Obsession : A Twisted Romeo & Juliet Story (Tales of Obsession Book 2),Drethi A.,Romance,Paranormal,Kindle Edition,49.0,4.4,317,False,3.912023005428146
Keeper of Enchanted Rooms (Whimbrel House Book 1),Charlie N. Holmberg,Romance,Paranormal,Kindle Edition,129.0,4.5,24997,False,4.867534450455582
The Games of Enemies and Allies: Magiford Supernatural City (Magic on Main Street Book 2),K. M. Shea,Romance,Paranormal,Kindle Edition,415.0,4.8,3304,False,6.030685260261263
Requiem of the Soul: A Sovereign Sons Novel (The Society Trilogy Book 1),A.  Zavarelli,Romance,Paranormal,Kindle Edition,415.0,4.4,1674,False,6.030685260261263
Stolen Hearts: A Dark Best Friend's Older Brother Mafia Romance,Jagger Cole,Romance,Paranormal,Kindle Edition,415.0,4.4,1758,False,6.030685260261263
Morally Decadent: A Dark Enemies-to-Lovers Romance (Morally Questionable Book 3),Veronica  Lancet,Romance,Paranormal,Kindle Edition,399.0,4.1,299,False,5.991464547107982
Mistaken: An Arranged Marriage Bratva Romance (The Morozov Bratva Saga Book 1),Arianna Fraser,Romance,Paranormal,Kindle Edition,332.0,4.5,845,False,5.808142489980444
Heartless Liar: A Russian Mafia Romance (Vassiliev Bratva Book 2),Lisa Lovell,Romance,Paranormal,Kindle Edition,248.0,4.5,482,False,5.517452896464707
Broken Bonds (The Bonds that Tie Book 1),J Bree,Romance,Paranormal,Kindle Edition,413.0,4.6,33753,False,6.025865973825314
Boy of Chaotic Making (Whimbrel House Book 3),Charlie N. Holmberg,Romance,Paranormal,Kindle Edition,129.0,4.5,186,False,4.867534450455582
கஸ்குட்டா காதலே: Kasgutta kathalaye (Tamil Edition),suja chandran,Romance,Romantic Comedy,Kindle Edition,299.0,4.6,25,False,5.703782474656201
இதயத்தில் உறைந்தவள் நீயடி (Tamil Edition),Vishwa Poomi,Romance,Romantic Comedy,Kindle Edition,399.0,4.3,32,False,5.991464547107982
வெண்பனியில் கரைந்த தீந்தணல் (Tamil Edition),அனு  ஜெய் ,Romance,Romantic Comedy,Kindle Edition,449.0,3.5,2,False,6.1092475827643655
உள்ளம் கொண்டது ஓர் மயக்கம் (Tamil Edition),Ruthi Venkat,Romance,Romantic Comedy,Kindle Edition,441.0,5.0,3,False,6.091309882077698
எனை ஆளும் கர்வமே! (Tamil Edition),அதியா ADHIYA,Romance,Romantic Comedy,Kindle Edition,300.0,4.7,13,False,5.707110264748875
தகிக்கும் துருவ நட்சத்திரம் (Tamil Edition),முகில்கீத்ஸ் Mukhil Geetz,Romance,Romantic Comedy,Kindle Edition,349.0,4.5,21,False,5.857933154483459
The Law of Attraction: A laugh-out-loud opposites attract romantic comedy from Laura Carter (Brits in Manhattan Book 1),Laura Carter,Romance,Romantic Comedy,Kindle Edition,109.74,4.0,575,False,4.707185111394821
"Always the Bridesmaid: The completely hilarious, opposites-attract romantic comedy from Laura Carter (Brits in Manhattan Book 4)",Laura Carter,Romance,Romantic Comedy,Kindle Edition,109.74,4.4,167,False,4.707185111394821
YOU ONLY LIVE ONCE,STUTI CHANGLE,Romance,Romantic Comedy,Paperback,164.0,4.4,3796,False,5.10594547390058
வரமாய்... இதமாய்... (Tamil Edition),ராகவி,Romance,Romantic Comedy,Kindle Edition,300.0,4.5,157,False,5.707110264748875
Tayai Kaatu Nee: Part 9--Epi 17 & Epi 18 (Tamil Edition),Vanisha Thandawan,Romance,Romantic Comedy,Kindle Edition,100.0,4.8,22,False,4.61512051684126
The Exception to the Rule (The Improbable Meet-Cute collection),Christina Lauren,Romance,Romantic Comedy,Kindle Edition,69.0,4.5,13665,False,4.248495242049359
My Darling Bride,Ilsa Madden-Mills,Romance,Romantic Comedy,Kindle Edition,129.0,4.4,9022,False,4.867534450455582
உன் தூரிகை நானாக : Un Thoorikai Naanaaga (Tamil Edition),ஆத்விகா பொம்மு (Aadvika Pommu),Romance,Romantic Comedy,Kindle Edition,250.0,4.6,300,False,5.5254529391317835
Thedi varuvean thevathaye : தேடி வருவேன் தேவதையே (Tamil Edition),மகா  மணி ,Romance,Romantic Comedy,Kindle Edition,416.0,4.2,57,False,6.0330862217988015
மெல்லினத்தில் ஓரு காதல் (Tamil Edition),Sowndharya cheliyan,Romance,Romantic Comedy,Kindle Edition,400.0,4.0,7,False,5.993961427306569
Mother Faker,Brittanee Nicole ,Romance,Romantic Comedy,Kindle Edition,414.0,4.4,2333,False,6.028278520230698
வல்லினமாய் நீ! மெல்லினமாய் நான்! - vallinamaay nee! mellinamaay naan! : (Tamil Edition),Ezhil Anbu,Romance,Romantic Comedy,Kindle Edition,445.0,4.0,51,False,6.100318952020064
The Fake Out: a fake dating hockey romance (Vancouver Storm Book 2),Stephanie Archer,Romance,Romantic Comedy,Kindle Edition,399.0,4.4,14343,False,5.991464547107982
OUR DESTINY,BHAVANA SINGH,Romance,Romantic Comedy,Kindle Edition,99.0,3.8,13,False,4.605170185988092
Borrowed Bride,Noah Hardy,Romance,Romantic Comedy,Kindle Edition,414.0,4.4,2916,False,6.028278520230698
தவிக்குது தயங்குது ஒரு மனது Thavikkuthu Thayanguthu Oru Manathu: காதலின் தவிப்பு (Tamil Edition),padma grahadurai,Romance,Romantic Comedy,Kindle Edition,249.0,3.9,57,False,5.521460917862246
சர்க்கார் - பாகம் 21: SARKAR (Tamil Edition),Vanmathy Hari,Romance,Romantic Comedy,Kindle Edition,50.0,3.8,6,False,3.9318256327243257
மோதுமின்பம்! (Tamil Edition),Yaazhini Madhumitha,Romance,Romantic Comedy,Kindle Edition,300.0,4.2,137,False,5.707110264748875
எனக்குள் நீ இருந்தால் தவறே இல்லை.! (Tamil Edition),தர்ஷா  ராஜ்,Romance,Romantic Comedy,Kindle Edition,320.0,4.1,11,False,5.771441123130016
விழி தேடும் விதிகள் : VIZHI THEDUM VITHIKAL (Tamil Edition),LATHA B,Romance,Romantic Comedy,Kindle Edition,299.0,4.0,20,False,5.703782474656201
